Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Year,Month,Label
0.5315408479834539,0.9679503551000499,3,0.8544414468425259,0,0.14435146443514646,0.0008713062531539948,0.3340101522842639,0.2512716174974568,0.3014112903225806,0.5092897883387337,2008,4,0
0.4477766287487073,0.8547750465471015,9,0.8954836131095123,1,0.05052301255230125,0.00033616505690237667,0.0001796954314720812,0.16480162767039677,0.3709677419354839,0.42351202319367853,2002,11,1
0.8241985522233711,0.5853577191068965,9,0.7802507993605116,1,0.049686192468619245,0.3423686987902255,0.009299492385786801,0.14649033570701936,0.7691532258064516,0.42963731453584214,1991,4,0
0.4974146845915201,0.7085485416910794,6,0.8464228617106314,1,0.03828451882845188,6.759044152281227e-05,0.299492385786802,0.16073245167853512,0.05725806451612903,0.5919172683000776,2008,2,0
0.7817993795243017,0.7446043922035233,1,0.8213679056754596,0,0.19456066945606695,0.011043005050949762,8.6497461928934e-06,0.05055951169888098,0.6975806451612904,0.7966526443446459,1997,8,0
0.7373319544984487,0.5072367096632684,11,0.629171662669864,1,0.12552301255230125,0.32228835371511794,0.00034720812182741117,0.12004069175991863,0.8729838709677419,0.674587383699998,2010,4,0
0.8304033092037226,0.45415448529772606,8,0.872152278177458,0,0.030753138075313807,0.35341288858153475,0.0,0.06663275686673449,0.744959677419355,0.4736797225854129,2006,8,1
0.778697001034126,0.3059248776354573,8,0.6467076338928857,1,0.06631799163179916,0.2761035600423704,0.7999999999999998,0.6154628687690743,0.7883064516129032,0.6724035017906883,1990,9,0
0.71664943123061,0.43512500863838083,1,0.8455735411670663,0,0.29811715481171547,0.012448629206207294,3.654822335025381e-05,0.0886063072227874,0.6008064516129032,0.47352339264396565,2006,9,0
0.42295760082730083,0.9529270840531984,2,0.8981564748201438,0,0.07907949790794978,1.1164671861759839e-05,0.0001583756345177665,0.31536113936927773,0.5544354838709677,0.3832404828226555,2006,10,1
0.41054808686659766,0.21378214854810096,2,0.6319694244604317,0,0.040167364016736394,0.8483933946829375,0.000667005076142132,0.2848423194303154,0.2540322580645161,0.4809182726015196,2013,3,1
0.5997931747673215,0.9839751775500248,5,0.9098970823341326,0,0.06652719665271967,0.0004305426787553825,0.007045685279187817,0.08148524923702952,0.41935483870967744,0.521350880184943,2005,12,1
0.562564632885212,0.8718014204001998,6,0.8500699440447641,0,0.06485355648535565,0.19779021424945062,0.0,0.2970498474059003,0.313508064516129,0.5258560248611979,2010,4,1
0.6473629782833504,0.6324306350536981,0,0.7749800159872102,0,0.030020920502092048,0.18172593818936458,0.0,0.14852492370295015,0.7056451612903225,0.5428580903113334,1995,10,1
0.5894519131334022,0.7385950837847826,11,0.88986310951239,1,0.03514644351464435,0.030922546675306306,0.0,0.09003051881993897,0.16028225806451613,0.5687614878820608,2005,1,1
0.9296794208893484,0.4751870647633183,0,0.7526978417266187,0,0.1997907949790795,0.26204731848979507,0.04812182741116751,0.10172939979654122,0.6895161290322581,0.6628105281109656,2009,9,0
0.20785935884177867,0.021884899709650244,4,0.18730015987210225,0,0.04581589958158996,0.962851361611051,0.9502538071065989,0.07721261444557477,0.03659274193548387,0.33728895457904606,2005,1,0
0.6204756980351601,0.851770392337731,11,0.8760741406874499,1,0.040585774058577405,0.005681552915896026,9.928934010152283e-06,0.09064089521871821,0.7328629032258064,0.46428571428571425,2018,5,0
0.7662874870734229,0.9799689719375312,7,0.8205185851318944,0,0.06684100418410041,0.0011634752739968107,0.7005076142131978,0.82706002034588,0.7338709677419355,0.6632416197676841,2012,3,0
0.8924508790072387,0.6204120182162168,1,0.7833733013589128,0,0.05910041841004184,0.03162535875293507,0.3218274111675127,0.37029501525941,0.22278225806451613,0.5259033975707273,2001,7,0
0.7704239917269906,0.3710257188384808,0,0.6378896882494005,0,0.03347280334728033,0.3333325435064271,0.6974619289340102,0.11190233977619533,0.4576612903225806,0.48282265552460535,2005,4,0
0.6525336091003101,0.7155594015129434,1,0.9215377697841726,1,0.20711297071129708,0.009998827107044165,0.0,0.07690742624618516,0.217741935483871,0.40423133041517434,2004,1,0
0.4343329886246121,0.8197207474377811,0,0.9282324140687449,1,0.04257322175732217,0.20883440404075987,0.0,0.2095625635808749,0.6622983870967742,0.776978758077047,2008,4,1
0.3464322647362978,0.963944149487556,4,0.934777178257394,0,0.15794979079497906,0.0022980147707403913,0.012385786802030457,0.3560528992878942,0.4092741935483871,0.7600051162526291,2006,5,0
0.8179937952430194,0.8217238502440278,8,0.8597372102318145,0,0.2573221757322176,0.2429709906684428,0.0,0.11190233977619533,0.5866935483870969,0.43099691129933865,2006,9,0
0.6918304033092036,0.8217238502440278,5,0.7524230615507593,1,0.06108786610878661,0.03865347952922274,0.8203045685279187,0.353001017293998,0.6229838709677419,0.6825365243590472,2005,1,0
0.8924508790072387,0.6244182238287106,1,0.7225719424460431,1,0.23953974895397487,0.004185567207800508,0.000848730964467005,0.32960325534079354,0.5624999999999999,0.4314185284141511,1995,1,1
0.7052740434332988,0.5232615321132433,2,0.7500499600319743,1,0.350418410041841,0.0237940241736431,0.0,0.18311291963377416,0.3689516129032258,0.8055681882780967,2005,10,1
0.14788004136504654,0.032701654863383375,9,0.29498900879296575,0,0.04602510460251046,0.9638553788648063,0.43553299492385783,0.11291963377416074,0.20463709677419356,0.3897921285505846,2016,4,0
0.6401240951396069,0.8707998689970764,2,0.8683053557154276,1,0.5240585774058577,0.4116458892993468,1.3908629441624365e-06,0.058087487283825026,0.9475806451612903,0.8942641123301688,2007,3,1
0.8066184074457082,0.6394414948755622,1,0.7690347721822541,1,0.1108786610878661,0.004346209968401369,4.050761421319796e-05,0.0856561546286877,0.7328629032258064,0.46414359615712575,2009,5,0
0.6411582213029988,0.40107226093218395,9,0.7353367306155074,1,0.0301255230125523,0.23092278362337823,0.0,0.0757884028484232,0.2399193548387097,0.6819822636575521,2017,6,1
0.5180972078593588,0.31794349447293857,7,0.675984212629896,1,0.04110878661087866,0.7931724457263916,0.00019999999999999998,0.38758901322482203,0.11995967741935484,0.5605707464044113,1998,1,0
0.6483971044467424,0.6694880369692654,0,0.7426808553157473,1,0.04309623430962343,0.211846455802026,2.761421319796954e-06,0.11291963377416074,0.502016129032258,0.4454408504348814,1994,4,1
0.43019648397104443,0.7956835137628185,2,0.8733762989608312,1,0.06767782426778242,0.15963755860674617,0.0002385786802030457,0.19430315361139372,0.8427419354838709,0.9467625490307543,1996,1,0
0.5904860392967942,0.43812966284775107,2,0.8170713429256594,1,0.02918410041841004,0.5361440287650141,1.5837563451776648e-05,0.19023397761953206,0.4475806451612903,0.6913952210410624,2002,7,1
0.7528438469493277,0.6945268220473513,4,0.8307853717026379,0,0.037552301255230125,0.01636429649585328,3.7055837563451775e-06,0.082706002034588,0.6633064516129031,0.6071712807685746,2009,6,0
0.825232678386763,0.5392863545632184,1,0.8334582334132693,1,0.04403765690376569,0.1997982487569614,1.6852791878172587e-05,0.167853509664293,0.3971774193548387,0.6487645197354707,2017,4,1
0.43640124095139604,0.9338976073938529,2,0.9311800559552357,1,0.20502092050209206,0.0656615436552425,0.0,0.38860630722278744,0.8608870967741936,0.8337123150095692,2010,6,1
0.5491209927611168,0.7526168034285107,1,0.8382044364508392,1,0.03190376569037657,0.042267941642742106,0.0,0.12207527975584945,0.10383064516129033,0.4259611922763534,2010,11,1
0.7052740434332988,0.9519255326500748,7,0.8933852917665867,1,0.07918410041841004,0.011745817128578528,0.00013604060913705582,0.7680569684638862,0.8296370967741935,0.5608881435582589,1992,1,1
0.514994829369183,0.8908308970595451,7,0.8938099520383692,1,0.030543933054393305,0.000684559043955494,0.0483248730964467,0.5717192268565616,0.5221774193548387,0.687700149697762,2004,1,0
0.546018614270941,0.8197207474377811,4,0.7869954036770583,1,0.04069037656903765,0.00914541244135209,2.7208121827411167e-05,0.3275686673448627,0.7631048387096774,0.6634784833153317,2011,1,1
0.8428128231644259,0.6053887471693653,5,0.7643385291766586,0,0.038493723849372385,0.03313138463356814,0.6944162436548224,0.11597151576805698,0.8014112903225806,0.48624770242358767,1997,2,1
0.5966907962771458,0.6194104668130934,7,0.7921662669864108,1,0.06077405857740585,0.6154613918116891,0.0001532994923857868,0.23601220752797558,0.9657258064516129,0.6689358194531293,2007,1,0
0.5336091003102378,0.9619410466813092,5,0.8579636290967225,0,0.16422594142259414,0.003171509781507573,0.0,0.41098677517802645,0.46169354838709675,0.7112870217724973,2004,9,0
0.4901758014477765,0.38003968146659173,4,0.7844474420463629,0,0.03441422594142259,0.6475899439318613,0.0,0.08708036622583927,0.47177419354838707,0.4649394576772212,2001,7,0
0.8448810754912098,0.5853577191068965,5,0.8749999999999999,1,0.031485355648535565,0.4407623896582529,0.0,0.14954221770091558,0.9233870967741935,0.4974797718530308,2000,6,1
0.6711478800413649,0.9168712335407544,1,0.751673661071143,1,0.03786610878661088,0.1305210582478401,0.8781725888324873,0.18311291963377416,0.8084677419354839,0.6326009512440073,2001,7,0
0.6587383660806617,0.8758076260126936,10,0.8349320543565146,0,0.06757322175732218,0.013151441283836062,3.4213197969543143e-06,0.04659206510681588,0.8205645161290324,0.4359568339870767,2009,1,1
0.4550155118924508,0.9118634765251372,7,0.8779976019184651,0,0.08148535564853555,0.019275946531743884,0.016751269035532996,0.10986775178026452,0.12903225806451613,0.6868332291133723,2010,1,0
0.7135470527404342,0.5643251396413043,6,0.7140787370103916,0,0.032112970711297074,0.2971879223712334,0.7583756345177665,0.2828077314343846,0.6451612903225806,0.44486764064957446,1998,1,0
0.6401240951396069,0.5523065228038231,4,0.7691097122302157,0,0.17468619246861922,0.017569117200359738,0.0,0.047304170905391664,0.6350806451612904,0.8271417201978283,1998,10,1
0.6494312306101343,0.801692822181559,4,0.7941147082334132,1,0.02949790794979079,0.0004797395241893962,0.09106598984771573,0.4028484231943032,0.8497983870967741,0.5966782256077917,1993,3,1
0.41571871768355734,0.8147129904221638,10,0.868355315747402,1,0.14644351464435149,0.038452676078471665,1.2081218274111674e-06,0.27060020345879965,0.5201612903225806,0.8054308074204611,2000,1,1
0.3640124095139607,0.9198758877501249,4,0.8244404476418864,1,0.20920502092050208,0.001143394928921703,5.3502538071065985e-05,0.07761953204476095,0.18044354838709675,0.46183654520303935,2008,6,0
0.42502585315408475,0.8908308970595451,3,0.9197142286171063,0,0.37343096234309625,0.07178604890315031,0.0,0.4872838250254324,0.5745967741935484,0.8345129138006178,2015,8,0
0.622543950361944,0.4731839619570714,1,0.6725119904076737,0,0.05345188284518828,0.058934628055081435,2.4060913705583755e-05,0.31637843336724314,0.32963709677419356,0.7584370795672027,1998,1,0
0.4343329886246121,0.9689519065031733,9,0.9333283373301358,0,0.1286610878661088,0.00023174726251181703,0.0,0.08097660223804681,0.3951612903225807,0.8100922820381634,2006,1,1
0.5087900723888314,0.7866695511347075,4,0.7839728217426059,1,0.07374476987447698,0.0010429932035461653,0.053807106598984765,0.8229908443540185,0.36794354838709675,0.6873780152729614,2004,5,0
0.5873836608066183,0.3249543542948026,9,0.7716826538768984,1,0.03106694560669456,0.7710840661437732,0.0,0.22278738555442523,0.7933467741935484,0.5896102173459913,1992,1,0
0.7218200620475697,0.9218789905563717,9,0.8899130695443644,1,0.04048117154811715,0.0917659922528824,0.0,0.061241098677517807,0.6905241935483871,0.5863130767627385,2008,1,1
0.5718717683557393,0.93890536440947,7,0.8976818545163868,0,0.1087866108786611,0.0024486173588036983,0.36040609137055835,0.06581892166836216,0.3245967741935484,0.47597256172664043,2001,5,0
0.6132368148914166,0.41309087776966513,2,0.6846272981614707,1,0.03744769874476987,0.6475899439318613,7.959390862944163e-05,0.08626653102746694,0.24495967741935484,0.3884799044966175,1993,10,0
0.562564632885212,0.8026943735846827,4,0.8883892885691446,1,0.02949790794979079,0.0015550420029614093,7.451776649746193e-05,0.12410986775178028,0.594758064516129,0.6159494438443901,2008,10,1
0.6845915201654601,0.7145578501098201,5,0.8502198241406874,0,0.12656903765690375,0.31325219843131946,0.0,0.18209562563580875,0.46774193548387094,0.701101889223656,2017,10,1
0.747673216132368,0.7916773081503247,9,0.8030825339728217,0,0.043410041841004186,0.01264943265695837,0.021827411167512686,0.09593082400813835,0.8971774193548387,0.5495755405226157,2004,10,0
0.8066184074457082,0.6083934013787355,0,0.8270383693045563,1,0.05177824267782427,0.359436992104067,1.1573604060913706e-06,0.10579857578840286,0.8124999999999999,0.6296780550660375,2001,1,0
0.5987590486039296,0.8497672895314843,4,0.8617605915267785,0,0.031694560669456064,0.10843267866522174,0.0,0.09247202441505595,0.5856854838709677,0.47382657798495437,2003,3,1
0.3640124095139607,0.5873608219131434,0,0.6855515587529976,1,0.10564853556485354,0.07369368168528555,0.7218274111675126,0.27060020345879965,0.4153225806451613,0.7800485096545581,1994,4,0
0.6732161323681487,0.6734942425817589,7,0.8092525979216626,1,0.034518828451882845,0.03212736737981276,6.192893401015228e-05,0.8056968463886064,0.19455645161290322,0.5304748640403236,2009,5,0
0.4508790072388831,0.6354352892630685,7,0.846023181454836,1,0.029079497907949788,0.023492818997516488,0.0,0.18311291963377416,0.3588709677419355,0.43910711917078804,2005,1,0
0.7425025853154084,0.37302882164472767,8,0.7389338529176659,1,0.0852510460251046,0.9327308439983896,0.9482233502538071,0.13733468972533064,0.748991935483871,0.49636177590813474,2007,1,0
0.4426059979317476,0.9098603737188905,2,0.8767486011191046,1,0.0604602510460251,0.0007528322172108598,4.314720812182741e-06,0.16276703967446593,0.33669354838709675,0.787178102438747,2010,3,0
0.8293691830403308,0.5523065228038231,5,0.8723021582733812,0,0.05261506276150627,0.049396464144405315,1.7258883248730964e-06,0.02278738555442523,0.6058467741935484,0.49969207738805826,2001,3,1
0.8273009307135469,0.6444492518911794,4,0.8697541966426858,1,0.15481171548117156,0.02158518621538126,0.000598984771573604,0.09399796541200407,0.8225806451612903,0.45484907054743895,2003,11,1
0.6080661840744569,0.5232615321132433,7,0.8429506394884092,1,0.028870292887029286,0.34437673329773627,0.15939086294416244,0.17293997965412006,0.19657258064516128,0.639650010421996,2007,4,0
0.5604963805584281,0.7456059436066466,2,0.8230165867306154,1,0.035983263598326355,0.0011233145838465955,0.004365482233502538,0.23906408952187183,0.4475806451612903,0.3644335171394463,1997,1,0
0.4457083764219234,0.9879813831625186,2,0.8699290567545962,1,0.10428870292887028,4.640567746857371e-05,0.2609137055837563,0.29196337741607326,0.3125,0.4793739222708582,1996,4,0
0.7435367114788004,0.5212584293069965,10,0.8506944444444444,1,0.07280334728033472,0.2761035600423704,0.0,0.11190233977619533,0.8346774193548386,0.3815113789248289,2010,11,1
0.5139607032057911,0.8758076260126936,7,0.7712829736211031,1,0.037133891213389114,4.489965158794064e-05,0.004050761421319797,0.6358087487283826,0.5090725806451613,0.46506262672199794,1996,11,1
0.38159255429162353,0.6134011583943527,7,0.7211480815347722,1,0.0350418410041841,0.025099246603525097,5.0355329949238575e-06,0.10274669379450661,0.3407258064516129,0.65276277641976,1990,1,0
0.3598759048603929,0.0,7,0.3175459632294164,0,0.0645397489539749,0.9989959827462447,0.9817258883248731,0.08107833163784334,0.1935483870967742,0.32093115797851174,2007,6,0
0.5015511892450878,0.6113980555881059,0,0.9999999999999999,1,0.1108786610878661,0.001143394928921703,0.8923857868020304,0.14649033570701936,0.46270161290322576,0.6549087601614462,2008,2,0
0.4570837642192347,0.8307378128721388,7,0.8427757793764987,1,0.05,0.02760928973791355,0.0,0.22177009155645983,0.5100806451612904,0.594783317226612,2003,8,0
0.654601861427094,0.14667820453883063,3,0.6026179056754596,1,0.1527196652719665,0.9849397411936693,0.0,0.32248219735503564,0.4153225806451613,0.5124542853353039,1994,4,0
0.9824198552223369,0.5903654761225137,8,0.8295363709032774,0,0.303347280334728,0.0053602673946943034,0.0,0.11190233977619533,0.22076612903225803,0.615859435696284,2018,10,1
0.202688728024819,0.23080852240119942,7,0.6601718625099919,1,0.040271966527196654,0.7610438936062194,0.10355329949238577,0.1261444557477111,0.03679435483870967,0.4619739260606749,2000,1,0
0.7683557394002067,0.8707998689970764,1,0.9374500399680255,1,0.2217573221757322,0.059737841858085734,0.0,0.3041709053916582,0.8911290322580645,0.4693451196634642,2018,9,0
0.5418821096173733,0.8497672895314843,2,0.8763489208633093,1,0.04853556485355648,0.18875405896565223,0.0,0.18209562563580875,0.45665322580645157,0.5962518712220263,2004,10,1
0.7352637021716648,0.6354352892630685,5,0.8020333733013588,0,0.03430962343096235,0.02007916033474819,0.22842639593908629,0.36317395727365215,0.47379032258064513,0.5827695980899322,2007,4,0
0.5532574974146846,0.6434477004880559,0,0.7877198241406873,1,0.16213389121338911,0.11244874768024324,0.0,0.2858596134282808,0.6370967741935484,0.8142610804767589,2005,8,0
0.18924508790072386,0.9449146728282108,7,0.9042765787370103,0,0.11506276150627615,5.7228983464056725e-06,0.12081218274111676,0.1251271617497457,0.1001008064516129,0.7099463740928126,2007,4,0
0.7580144777662874,0.5012274012445277,0,0.7713828936850519,1,0.043619246861924685,0.2550191977135074,0.0023756345177664974,0.2105798575788403,0.37298387096774194,0.558727948003714,2007,9,0
0.6401240951396069,0.5693328966569214,0,0.8430755395683452,0,0.3190376569037657,0.7630519281137301,0.0,0.7456765005086471,0.7026209677419355,0.6331978473840788,2010,3,0
0.52947259565667,0.8657921119814591,7,0.8885391686650679,1,0.035355648535564846,0.0008231134249737366,0.0,0.09989827060020347,0.5332661290322581,0.6538239251132206,2008,1,1
0.35573940020682515,0.7125547473035733,5,0.846372901678657,1,0.04163179916317992,0.007508864317730819,5.1167512690355325e-05,0.2461851475076297,0.5383064516129032,0.8433810850245388,2009,1,0
0.6970010341261633,0.4591622423133433,2,0.6284222621902478,1,0.04184100418410042,0.7901603939651255,0.8923857868020304,0.09633774160732453,0.6401209677419355,0.5167794137153467,2018,5,0
0.9596690796277143,0.7105516444973262,8,0.6964928057553956,1,0.06307531380753138,0.002428537013728591,2.944162436548223e-06,0.08138351983723296,0.7772177419354838,0.5022928391412275,1992,6,1
0.21716649431230606,0.1697138868106697,0,0.5931005195843325,1,0.04414225941422594,0.9859437584474248,0.932994923857868,0.09216683621566633,0.23689516129032256,0.37382752543914494,2010,10,0
0.4715615305067218,0.6494570089067966,8,0.8383043565147881,1,0.027719665271966527,0.032428572555939374,4.0812182741116745e-06,0.0468972533062055,0.07691532258064517,0.7245987531502851,2012,10,1
0.8190279214064115,0.6484554575036732,1,0.8215677458033572,0,0.049058577405857735,0.07048082647326832,0.005390862944162436,0.07049847405900306,0.7661290322580645,0.48038769825478933,2002,6,1
0.6587383660806617,0.7135562987066966,0,0.8838679056754596,1,0.07813807531380754,0.18172593818936458,0.0006467005076142131,0.13936927772126143,0.24495967741935484,0.615480454020048,2018,1,0
0.4002068252326783,0.9969953457906295,11,0.9164668265387689,0,0.08922594142259414,9.921698501610676e-05,0.0022842639593908627,0.33774160732451686,0.03790322580645161,0.4500975877816307,2008,2,0
0.37331954498448805,0.6264213266349574,5,0.7578687050359711,0,0.06485355648535565,0.28011962905739185,2.9543147208121825e-06,0.09460834181078334,0.6149193548387096,0.8303820135296458,2008,12,0
0.5780765253360909,0.9849767289531484,10,0.8094524380495602,0,0.10345188284518828,0.00745866345504305,0.7999999999999998,0.06978636826042726,0.6008064516129032,0.8906069391544917,2002,3,0
0.40434332988624605,0.7816617941190903,0,0.8689298561151079,0,0.32322175732217573,0.04989847277128301,8.14213197969543e-06,0.4028484231943032,0.34375,0.751023250525837,2009,3,0
0.5656670113753878,0.7325857753660419,0,0.7631894484412469,1,0.03765690376569038,0.4658628210021374,0.7857868020304568,0.09145473041709054,0.5191532258064516,0.506921152862259,2001,1,0
0.5501551189245087,0.8297362614690155,1,0.914693245403677,1,0.034205020920502094,0.011043005050949762,2.081218274111675e-06,0.08158697863682604,0.2661290322580645,0.5685151497925075,2007,1,1
0.37021716649431224,0.9098603737188905,11,0.8691296962430055,0,0.11610878661087866,0.0014345599325107637,0.06751269035532995,0.29399796541200407,0.4334677419354839,0.733045307259394,2012,2,0
0.5263702171664942,0.7906757567472014,1,0.8828187450039967,0,0.05826359832635983,0.01485827061522021,0.0,0.17192268565615462,0.7933467741935484,0.6536581206298675,2003,1,0
0.701137538779731,0.5523065228038231,2,0.7445043964828136,1,0.03577405857740586,0.11746883394902015,2.4162436548223352e-05,0.05615462868769075,0.844758064516129,0.3829278229397608,1993,8,1
0.6690796277145811,0.5673297938506747,4,0.737534972022382,0,0.040585774058577405,0.4086338375380807,0.4477157360406091,0.1536113936927772,0.6794354838709677,0.5365243590472399,2017,2,0
0.7704239917269906,0.9429115700219639,6,0.8760491606714628,0,0.06631799163179916,0.012549030931582833,0.0005746192893401014,0.2767039674465921,0.717741935483871,0.6157125802967426,2004,3,0
0.5966907962771458,0.7796586913128435,4,0.8820943245403676,1,0.2311715481171548,0.15160542057670312,0.0,0.4791454730417091,0.721774193548387,0.41207151384230567,2009,1,1
0.4725956566701137,0.3570039991947527,0,0.676458832933653,1,0.034100418410041834,0.24196697341468743,6.893401015228427e-05,0.06358087487283826,0.03991935483870968,0.5591353533056675,1999,11,0
0.8014477766287486,0.6134011583943527,3,0.8775479616306954,0,0.056694560669456065,0.10943669591897712,2.365482233502538e-05,0.13631739572736523,0.8034274193548387,0.4740397551778371,2018,5,0
0.7197518097207858,0.5653266910444277,0,0.7939398481215028,0,0.05292887029288702,0.3283124572376502,0.5634517766497462,0.11800610376398779,0.3094758064516129,0.5988668447880544,1997,4,0
0.35367114788004134,0.9679503551000499,9,0.8617605915267785,1,0.05899581589958158,0.00023375529701932782,0.0,0.2746693794506613,0.44556451612903225,0.5149697762113201,2001,10,0
0.23784901758014473,0.16069992418255877,0,0.6863009592326139,1,0.04288702928870292,0.6847385823208104,0.6761421319796953,0.09165818921668363,0.2026209677419355,0.9999999999999999,2015,7,0
0.7342295760082729,0.789674205344078,4,0.8953337330135891,1,0.07552301255230125,0.016163493045102204,2.812182741116751e-06,0.45879959308240087,0.7227822580645162,0.6770934000341082,2018,4,0
0.36297828335056875,0.7385950837847826,4,0.8844674260591526,0,0.0397489539748954,0.08001899038394444,5.289340101522842e-05,0.08433367243133266,0.4788306451612903,0.6538618232808443,1998,4,1
0.7952430196483969,0.5873608219131434,9,0.8483713029576339,1,0.052510460251046026,0.12449695472530782,0.0,0.4181078331637844,0.870967741935484,0.4601690258276011,2008,7,0
0.6473629782833504,0.8808153830283107,9,0.9325539568345322,0,0.052719665271966525,0.2058223522794937,0.0,0.13021363173957276,0.5383064516129032,0.45041498493547827,2018,2,1
0.5108583247156152,0.8968402054782857,1,0.6296213029576339,1,0.08776150627615062,0.0005600609044898267,0.0,0.3936927772126145,0.5,0.4465493718378715,2003,10,0
0.8655635987590485,0.9549301868594452,8,0.9043764988009592,0,0.043305439330543934,0.09367362503501762,0.0004111675126903553,0.14547304170905395,0.9798387096774194,0.6017234191726829,2008,4,1
0.5542916235780765,0.16570768119817594,7,0.7074090727418065,1,0.03807531380753138,0.8925701538481743,0.0,0.11088504577822991,0.45967741935483875,0.7960557482045741,2010,5,0
0.6918304033092036,0.6514601117130433,5,0.8474720223820942,1,0.028765690376569036,0.4738949590321805,0.00011065989847715736,0.2767039674465921,0.6098790322580645,0.7015471926932332,2006,1,1
0.6628748707342293,0.6925237192411045,10,0.7807753796962429,0,0.058786610878661084,0.17871388642809843,0.4243654822335025,0.05442522889114955,0.5877016129032258,0.5450135485949253,1993,9,0
0.7797311271975179,0.7836648969253371,8,0.8148731015187849,1,0.07792887029288702,0.15963755860674617,3.512690355329949e-05,0.09979654120040693,0.9314516129032259,0.5368891289106171,2017,3,0
0.18510858324715612,0.7265764669473013,5,0.8055805355715426,1,0.0452928870292887,8.345391413214729e-05,0.7258883248730964,0.11597151576805698,0.1280241935483871,0.4561755064142648,2008,5,0
0.8324715615305066,0.6764988967911293,6,0.6590477617905675,0,0.24476987447698742,0.06395471432385835,0.000633502538071066,0.13530010172939982,0.6703629032258065,0.4997394500975877,2000,12,0
0.24819027921406406,0.488207233003923,1,0.5804856115107914,1,0.14225941422594143,0.7550197900836871,0.6436548223350254,0.12105798575788405,0.08860887096774193,0.6072707634585867,2001,7,0
0.5656670113753878,0.4852025787945527,7,0.858013589128697,1,0.030543933054393305,0.46887487276340356,0.0,0.07487283825025433,0.24495967741935484,0.6871743126219847,2007,5,1
